Hospital Name|CITY|State|Country
Temple Community Hospital| Los Angeles (closed 2014)|California|USA
Thompson Memorial Medical Center Hospital| Burbank (closed 1997) (formerly Burbank Community Hospital)|California|USA
UCLA Medical Center, Santa Monica| Santa Monica|California|USA
USC Kenneth Norris Jr. Cancer Hospital||California|USA
USC University Hospital| Los Angeles|California|USA
VA Greater Los Angeles Healthcare Center (Veterans Affairs)| Los Angeles|California|USA
Valley Presbyterian Hospital| Van Nuys|California|USA
Vencor Hospital| Los Angeles – Los Angeles|California|USA
Verdugo Hills Regional Medical Center| Glendale|California|USA
West Hills Hospital| West Hills|California|USA
West Hills Regional Medical Center| West Hills]|California|USA
West Los Angeles Memorial Hospital| Los Angeles|California|USA
West Los Angeles VA Medical Center| Los Angeles|California|USA
West Valley Hospital And Health Center| Canoga Park|California|USA
Westlake Outpatient Medical Center| Westlake Village|California|USA
Westside Hospital| Los Angeles|California|USA
White Memorial Medical Center| Los Angeles|California|USA
Avalon Municipal Hospital||California|USA
Baldwin Park Hospital| Baldwin Park|California|USA
Bay Harbor Hospital| (closed September 1999)|California|USA
Bellflower Medical Center| Bellflower|California|USA
Bellwood General Hospital| Bellflower (closed April 2003)|California|USA
Beverly Hospital| Montebello|California|USA
Broadway Community Hospital| Los Angeles (closed March 1982)|California|USA
Brotman Medical Center| Culver City|California|USA
Casa Colina Hospital For Rehab Medicine| Pomona|California|USA
Centinela Freeman Regional Medical Center, Centinela Campus| Inglewood|California|USA
Centinela Freeman Regional Medical Center, Marina Campus| Marina del Rey|California|USA
Centinela Freeman Regional Medical Center, Memorial Campus| Inglewood (closed in 2007)|California|USA
Citrus Valley Medical Center| IC Campus – Covina|California|USA
Citrus Valley Medical Center| QV Campus – West Covina|California|USA
Coast Plaza Hospital| Norwalk|California|USA
College Hospital| Cerritos|California|USA
College Medical Center| Long Beach|California|USA
Community Hospital of Gardena| Gardena|California|USA
Community Hospital of Huntington Park| Huntington Park|California|USA
Community Hospital of Long Beach| Long Beach|California|USA
Daniel Freeman Memorial Hospital| Inglewood (closed 2007)|California|USA
Doctors Hospital Of West Covina| West Covina|California|USA
Downey Regional Medical Center| Downey|California|USA
East Los Angeles Doctors Hospital| East Los Angeles|California|USA
Elastar Community Hospital - East Los Angeles (closed in 2004)[2]||California|USA
Gardens Regional Hospital & Medical Center (previously known as Tri-City Regional Medical Center)- Hawaiian Gardens[3]||California|USA
Greater El Monte Community Hospital| South El Monte|California|USA
Harbor-UCLA Medical Center| West Carson|California|USA
Inter-Community Medical Center| West Covina|California|USA
Kaiser Foundation Hospital| Bellflower|California|USA
Kaiser Foundation Hospital| Carson|California|USA
Kaiser Foundation Hospital| Harbor City|California|USA
Kaiser Permanente Medical Center| Baldwin Park|California|USA
Little Company of Mary Hospital| San Pedro|California|USA
Little Company of Mary Hospital| Torrance|California|USA
Long Beach Community Hospital| Long Beach|California|USA
Long Beach Doctors Hospital| Long Beach (closed June 1998)|California|USA
Long Beach Memorial Medical Center| Long Beach|California|USA
Los Angeles Community Hospital of Norwalk| Norwalk|California|USA
Los Angeles Metropolitan Med Center| Hawthorne Campus – Hawthorne|California|USA
Marina Del Rey Hospital| Marina Del Rey|California|USA
Martin Luther King Jr. - Harbor Hospital| Willowbrook|California|USA
Memorial Hospital Of Gardena| Gardena|California|USA
Metropolitan State Hospital| Norwalk|California|USA
Miller Children's Hospital| Long Beach|California|USA
Mission Hospital of Huntington Park| Huntington Park|California|USA
Morningside Hospital| Los Angeles (closed September 1980)|California|USA
Pomona Valley Hospital Medical Center||California|USA
Presbyterian Intercommunity Hospital||California|USA
Providence Little Company of Mary Medical Center, San Pedro Campus||California|USA
Rancho Los Amigos National Rehabilitation Center| Downey|California|USA
Regional Medical Center| South Street|California|USA
Rio Hondo Hospital| Downey|California|USA
Robert F. Kennedy Medical Center| Los Angeles (closed December 2004)|California|USA
St. Francis Medical Center| Lynwood|California|USA
St. Mary Medical Center| Long Beach|California|USA
San Dimas Community Hospital||California|USA
Specialty Hospital of Southern California||California|USA
Suburban Medical Center||California|USA
Torrance Memorial Medical Center||California|USA
University Hospital| 3787 S. Vermont Avenue Los Angeles (opened before 1958, closed 1983)|California|USA
Whittier Hospital Medical Center||California|USA
Children's Hospital of Central California| Madera|California|USA
Madera Community Hospital| Madera|California|USA
Kaiser Foundation Hospital| San Rafael|California|USA
Kentfield Rehabilitation Hospital||California|USA
Marin General Hospital| Greenbrae|California|USA
Novato Community Hospital||California|USA
John C. Fremont Hospital||California|USA
Frank R. Howard Memorial Hospital| Willits|California|USA
Mendocino Coast District Hospital| Fort Bragg|California|USA
Mendocino State Hospital (closed 1972)||California|USA
Ukiah Valley Medical Center| Ukiah|California|USA
Los Banos Community Hospital||California|USA
Mercy Medical Center Merced Community Campus||California|USA
Mercy Medical Center Merced Dominican Campus||California|USA
Modoc Medical Center||California|USA
Surprise Valley Community Hospital||California|USA
Mammoth Hospital||California|USA
Community Hospital of the Monterey Peninsula| Monterey|California|USA
George L. Mee Memorial Hospital| King City|California|USA
Natividad Medical Center| Salinas|California|USA
Salinas Surgery Center| Salinas|California|USA
Salinas Valley Memorial Hospital| Salinas|California|USA
Napa State Hospital| Napa|California|USA
Queen of the Valley Medical Center| Napa|California|USA
St. Helena Hospital| Angwin|California|USA
Veterans Home of California Yountville| Yountville|California|USA
Sierra Nevada Memorial Hospital| Grass Valley|California|USA
Tahoe Forest Hospital| Truckee|California|USA
Anaheim General Hospital| Anaheim|California|USA
Anaheim General Hospital| Buena Park Campus|California|USA
Anaheim Regional Medical Center| Anaheim|California|USA
Brea Community Hospital| Brea (closed)|California|USA
Chapman Medical Center| Orange|California|USA
Children's Hospital at Mission||California|USA
Children's Hospital of Orange County| Orange|California|USA
Coastal Communities Hospital| Santa Ana|California|USA
College Hospital Costa Mesa||California|USA
Fountain Valley Regional Hospital and Medical Center| Fountain Valley|California|USA
Garden Grove Hospital and Medical Center| Garden Grove|California|USA
HealthBridge Children's Rehabilitation Hospital| Orange|California|USA
Hoag Memorial Hospital Presbyterian| Irvine|California|USA
Hoag Memorial Hospital Presbyterian| Newport Beach|California|USA
Huntington Beach Hospital and Medical Center| Huntington Beach|California|USA
John Douglas French Center| Los Alamitos|California|USA
Kaiser Foundation Hospital| Anaheim|California|USA
Kaiser Foundation Hospital| Irvine|California|USA
Kaiser Foundation Hospital| Lakeview|California|USA
Kindred Hospital| Brea|California|USA
Kindred Hospital| Santa Ana|California|USA
Kindred Hospital| Westminster|California|USA
La Palma Intercommunity Hospital| La Palma|California|USA
Los Alamitos Medical Center| Los Alamitos|California|USA
Martin Luther Hospital Medical Center||California|USA
Mission Hospital Regional Medical Center| Mission Viejo|California|USA
Orange Coast Memorial Medical Center| Fountain Valley|California|USA
Orange County Community Hospital| Buena Park|California|USA
Pacifica Hospital||California|USA
Placentia-Linda Community Hospital| Placentia|California|USA
Saddleback Memorial Medical Center| Laguna Hills|California|USA
St. Joseph Hospital| Orange|California|USA
St. Jude Medical Center| Fullerton|California|USA
San Clemente Hospital and Medical Center| San Clemente|California|USA
Santa Ana Hospital Medical Center| Santa Ana|California|USA
South Coast Medical Center| Laguna Beach|California|USA
Specialty Hospital of Southern California| Santa Ana|California|USA
Tustin Hospital Medical Center||California|USA
Tustin Rehabilitation Hospital||California|USA
University of California, Irvine Medical Center| Orange|California|USA
Vencor Hospital| Brea|California|USA
Vencor Hospital| Orange County|California|USA
West Anaheim Medical Center| Anaheim|California|USA
Western Medical Center| Anaheim|California|USA
Orange County Global Medical Center| Santa Ana|California|USA
Kaiser Foundation Hospital| Lakeview|California|USA
Kaiser Permanente Medical Center| Roseville|California|USA
Sutter Auburn Faith Hospital||California|USA
Sutter Roseville Medical Center||California|USA
Eastern Plumas District Hospital||California|USA
Indian Valley Hospital||California|USA
Plumas District Hospital||California|USA
Seneca Hospital||California|USA
Angel View Children's Hospital| Desert Hot Springs|California|USA
Banning General Hospital| Banning (built to support the Desert Training Center, since closed)|California|USA
Corona Regional Medical Center| Corona|California|USA
Desert Regional Medical Center| Palm Springs|California|USA
Eisenhower Medical Center| Rancho Mirage|California|USA
Hemet Valley Medical Center| Hemet|California|USA
Inland Valley Regional Medical Center| Wildomar|California|USA
John F. Kennedy Memorial Hospital| Indio|California|USA
Kaiser Foundation Hospital| Riverside|California|USA
Lakeside Hospital| Perris|California|USA
Loma Linda University Medical Center| Murrieta – Murrieta|California|USA
Menifee Valley Medical Center| Sun City|California|USA
Mission Valley Medical Center| Lake Elsinore|California|USA
Moreno Valley Community Hospital| Moreno Valley|California|USA
Palo Verde Hospital| Blythe|California|USA
Parkview Community Hospital Medical Center| Riverside|California|USA
Rancho Springs Medical Center| Murrieta|California|USA
Riverside Community Hospital| Riverside|California|USA
Riverside County Regional Medical Center| Moreno Valley|California|USA
San Gorgonio Memorial Hospital| Banning|California|USA
Valley Health Systems| Hemet|California|USA
Valley Plaza Doctors Hospital||California|USA
Kaiser Foundation Hospital| North Sacramento|California|USA
Kaiser Foundation Hospital| South Sacramento|California|USA
Mercy General Hospital||California|USA
Mercy Hospital| Folsom|California|USA
Mercy San Juan Medical Center||California|USA
Methodist Hospital of Sacramento||California|USA
Shriners Hospitals for Children Northern Calif.||California|USA
Sierra Vista Hospital||California|USA
Sutter General Hospital||California|USA
Sutter Memorial Hospital||California|USA
University of California Davis Medical Center||California|USA
Vencor Hospital| Sacramento|California|USA
San Benito Health Care District-Hazel Hawkins SNF||California|USA
Arrowhead Regional Medical Center| Colton|California|USA
Barstow Community Hospital| Barstow|California|USA
Bear Valley Community Hospital||California|USA
Chino Valley Medical Center| Chino|California|USA
Colorado River Medical Center||California|USA
Community Hospital of San Bernardino| San Bernardino|California|USA
Desert Valley Hospital| Victorville|California|USA
Hi-Desert Medical Center||California|USA
Kaiser Foundation Hospital| Fontana|California|USA
Loma Linda University Children's Hospital| Loma Linda|California|USA
Loma Linda University Medical Center| Loma Linda|California|USA
Loma Linda Veterans Affairs Medical Center| Loma Linda|California|USA
Montclair Hospital Medical Center| Montclair|California|USA
Mountains Community Hospital| Lake Arrowhead|California|USA
Patton State Hospital| San Bernardino|California|USA
Redlands Community Hospital| Redlands|California|USA
Robert H. Ballard Rehabilitation Hospital||California|USA
St. Bernardine Medical Center| San Bernardino|California|USA
St. Mary Regional Medical Center||California|USA
San Antonio Community Hospital| Upland|California|USA
Vencor Hospital| Ontario|California|USA
Victor Valley Hospital| Victorville|California|USA
Alvarado Hospital Medical Center| San Diego|California|USA
Bayview Hospital| Chula Vista|California|USA
Children's Hospital and Health Center| San Diego|California|USA
Children's Hospital of San Diego| San Diego|California|USA
Fallbrook Hospital| Fallbrook|California|USA
Green Hospital of Scripps Clinic| La Jolla|California|USA
Kaiser Permanente Medical Center| San Diego|California|USA
Kindred Hospital| San Diego – San Diego|California|USA
Mary Birch Hospital for Women| San Diego|California|USA
Naval Medical Center San Diego| San Diego|California|USA
Palomar Medical Center| Escondido|California|USA
Paradise Valley Hospital| National City|California|USA
Pomerado Hospital| Poway|California|USA
Rady Children's Hospital[4]||California|USA
San Diego County Psychiatric Hospital| San Diego|California|USA
San Luis Rey Hospital| Encinitas|California|USA
Scripps Green Hospital|San Diego|California|USA
Scripps Green Hospital| La Jolla|California|USA
Scripps Memorial Hospital| Encinitas|California|USA
Scripps Memorial Hospital| La Jolla|California|USA
Scripps Mercy Hospital| Chula Vista|California|USA
Scripps Mercy Hospital| San Diego|California|USA
Sharp Cabrillo Hospital|San Diego|California|USA
Sharp Cabrillo Hospital| San Diego|California|USA
Sharp Chula Vista Medical Center| Chula Vista|California|USA
Sharp Coronado Hospital| Coronado|California|USA
Sharp Grossmont Hospital| La Mesa|California|USA
Sharp Memorial Hospital| San Diego|California|USA
Sharp Mesa Vista| San Diego|California|USA
Tri-City Medical Center| Oceanside|California|USA
UC San Diego Health|La Jolla|California|USA
Hillcrest Medical Center| San Diego|California|USA
Jacobs Medical Center| La Jolla|California|USA
Thornton Hospital| La Jolla|California|USA
U.S. Naval Hospital| Camp Pendleton|California|USA
Vencor Hospital| San Diego|California|USA
Veterans Affairs Medical Center San Diego| La Jolla|California|USA
Scripps Green Hospital| La Jolla|California|USA
Scripps Memorial Hospital| Encinitas|California|USA
Scripps Memorial Hospital| La Jolla|California|USA
Scripps Mercy Hospital| Chula Vista|California|USA
Scripps Mercy Hospital| San Diego|California|USA
Sharp Cabrillo Hospital| San Diego|California|USA
Sharp Chula Vista Medical Center| Chula Vista|California|USA
Sharp Coronado Hospital| Coronado|California|USA
Sharp Grossmont Hospital| La Mesa|California|USA
Sharp Memorial Hospital| San Diego|California|USA
Sharp Mesa Vista| San Diego|California|USA
Hillcrest Medical Center| San Diego|California|USA
Jacobs Medical Center| La Jolla|California|USA
Thornton Hospital| La Jolla|California|USA
Bridge to Wellness (adult psychiatric partial hospitalization)||California|USA
California Pacific Medical Center||California|USA
Davies Medical Center||California|USA
Haight Free Clinic||California|USA
Kaiser Permanente San Francisco Medical Center||California|USA
Laguna Honda Hospital and Rehabilitation Center||California|USA
Saint Francis Memorial Hospital (Spine Center)||California|USA
St. Luke's Hospital||California|USA
St. Mary's Medical Center||California|USA
San Francisco City Clinic||California|USA
San Francisco General Hospital||California|USA
San Francisco VA Medical Center||California|USA
UCSF Mount Zion Medical Center||California|USA
UCSF Medical Center||California|USA
Dameron Hospital| Stockton|California|USA
Doctors Hospital of Manteca| Manteca|California|USA
Kaiser Permanente| Manteca|California|USA
Lodi Memorial Hospital| Lodi|California|USA
St. Joseph's Medical Center| Stockton|California|USA
San Joaquin General Hospital| French Camp|California|USA
Arroyo Grande Community Hospital| Arroyo Grande|California|USA
Atascadero State Hospital - Atascadero||California|USA
French Hospital Medical Center| San Luis Obispo|California|USA
San Luis Obispo General Hospital (closed June 2003)||California|USA
Sierra Vista Regional Medical Center| San Luis Obispo|California|USA
Twin Cities Community Hospital| Templeton|California|USA
Kaiser Foundation Hospital| Redwood City|California|USA
Kaiser Foundation Hospital| South San Francisco|California|USA
Menlo Park VA Hospital| Menlo Park|California|USA
Mills Health Center| San Mateo|California|USA
Mills-Peninsula Medical Center| Burlingame|California|USA
